Sample_ID,Cluster
020724C01,1
051623D1,1
061623C10,4
061623C13,4
061623C14,3
061623D05,4
061623D09,3
070823B01,4
070823B03,1
070823B05,1
070823B06,1
070823B07,1
070823C08,4
070823C13,1
080823B02,2
080823B06,4
080823D08,1
080823D12,1
080823D13,1
102723B06,1
102723D07,4
110323B1,1
111423C1,1
111423C2,1
111623BN11,1
111623BN14,1
111623CN02,1
111623CN05,1
111623DN06,1
111623DN09,4
111623DN10,1
112823BN05,1
112823CN02,1
112823DN08,1
120123C04,1
121923BN07,1
122923C09,1
