Sample_ID,Cluster
020724C01,1
051623D1,1
061623D05,1
061623D09,1
061623C10,1
061623C13,1
061623C14,2
070823B01,1
070823B03,1
070823B05,1
070823B06,1
070823B07,1
070823C08,1
070823C13,1
080823B02,1
080823B06,2
080823D08,2
080823D12,1
080823D13,1
102723B06,2
102723D07,2
110323B1,2
111623BN11,1
111623BN14,1
111623CN02,2
111623CN05,2
111623DN06,2
111623DN09,2
111623DN10,2
112823BN05,2
112823CN02,2
112823DN08,2
111423C1,2
111423C2,2
122923C09,2
120123C04,1
121923BN07,1
