Cluster,Density_NW_um2,Mean_Diameter_um,CV_percent,Merged_percent,Foreground_Coverage_percent,Angle_STD_deg
1,0.08777196790576443,0.5230908360957205,2.444556066999414,1.3864516279186432,-0.021417325173175687,1.6380761087000903
2,-0.4758088027816791,-0.6685528479412641,-0.052168992484157864,-0.2686719146731188,-0.8283403856041544,-0.6820002464656238
3,-0.0606607712235692,0.8329778904699923,-0.40747214697705647,-0.09147380519092269,0.7444287200940803,0.4239239981889102
4,2.753178836381037,-1.1223650994256082,-0.1289607055319598,0.503834276292599,0.7170891145915985,-0.12036145182798208
